input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1013/cluster_items_objects_np.csv,Images/London/London_0000878_2017_12_223_51.49035604609237_-0.1707518058668281_pvirWiS14BsAn-pQ-dLBmA.jpg,0,"Distant view of terraced houses, tall black street light pole, long row of multi-story terraced houses with light brown brick upper facades and white stucco ground floors, continuous white cornice at the roofline, multiple sash windows, several small black wrought iron balconies on upper floors, black wrought iron front railings, dark stone steps to recessed front doors, house number '58' on a ground floor, house number '51' on an adjacent ground floor, grey paved sidewalk, grey asphalt road with white parking lines.",house. road. sidewalk,house
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1013/cluster_items_objects_np.csv,Images/London/London_0000878_2019_06_205_51.49038261989566_-0.1707790244660383_-079PZpalgXABgXKp3yHSw.jpg,1,"Pavement, black metal railings, multi-story terraced houses with white painted lower facades and light brown brick upper facades, sash windows, black wrought iron railings on lower sections and small upper-floor balconies, asphalt street with white markings, distant terraced buildings, multi-story terraced houses with white painted lower facades and light brown brick upper facades, sash windows, black wrought iron railings, house number 58 on a white facade, modern street light, blue sky with white clouds.",pavement. house. facade. window. balcony. building. light. sky. cloud,house
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1013/cluster_items_objects_np.csv,Images/London/London_0000878_2009_08_217_51.49035155901852_-0.1707476559619232_FZz84dysU9hhWxctwD3DBQ.jpg,2,"Asphalt road with white parking lines, grey sidewalk, black street lamp, continuous row of multi-story terraced houses featuring black iron railings, white stucco ground floors with sash windows and entrance doors (one numbered 58), light brown brick upper floors with sash windows and some black iron Juliet balconies, white horizontal architectural bands, and white roofline parapets, all receding into the distance.",row. house. railing. floor. window. door. balcony. parapet,row. house. floor. parapet
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1016/cluster_items_objects_np.csv,Images/London/London_0000930_2017_03_327_51.49036350118953_-0.134938758997717_D3iLp1PhaDrbXg4zSZ-fEA.jpg,3,"Dark metal gate/door, dark reddish-brown brick wall, concrete lintel/overhang, white rectangular sign on brick wall, two white surveillance cameras on brick wall, black vertical pipe/bollard on ground, vertical brick fins/pilasters on building corner, grey paved sidewalk, small tree planted in sidewalk, concrete beams/supports under building, dark reddish-brown brick building facade with windows and balconies in background, grey asphalt street with double yellow lines.",wall. building. facade. window. beam. tree. sidewalk. corner. street,corner
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1017/cluster_items_objects_np.csv,Images/London/London_0000930_2015_05_144_51.49039733408984_-0.1348922585859912_N9EhoHJ5W5d7Lb2aJfTvSw.jpg,2,"Brick building wall, dark concrete foundation, black bollard, dark recessed entrance with metal doors, red sign with white text and stylized symbol, narrow green strip sign, brick building wall corner, white wall-mounted light, white rectangular plaque, black vertical pipe fixed to wall, brick building wall with vertical patterns, dark grey paved ground with metal grate, grey block-paved ramp, smooth grey paving tiles, asphalt road with double yellow lines.",wall. bollard. entrance. door. sign. text. symbol. corner. plaque. pipe. ground. grate. ramp. tile,bollard. text. symbol. corner. plaque. ramp
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1019/cluster_items_objects_np.csv,Images/London/London_0000996_2012_05_185_51.49035918682518_-0.0881558127717157_I97Jruo_QSpQ_boO3JVbxg.jpg,1,"White road markings with ""LOOK LEFT"" arrow, white bollard, grey metal barrier, asphalt road with white zigzag school markings and double yellow lines, row of red brick residential buildings, green bush, black street light pole, low brick wall, paved pathway, grey metal barrier, arched brick gateway with black metal gate, tall brick wall, chain-link fence, school building with brown pitched roof and arched window.",bollard. barrier. road. building. bush. pole. wall. gateway. gate. fence. roof. window,barrier. gateway
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1019/cluster_items_objects_np.csv,Images/London/London_0000996_2015_04_188_51.49037048327673_-0.08810060092299_H074X2IjXSjDcR8hmNUfmQ.jpg,4,"White chevron road markings on asphalt, white line road marking, light grey kerb, dark grey pavement, low silver metal railings, tall black lamppost, multi-story brick residential buildings with pitched roofs and rectangular windows, low reddish-brown brick wall, large green bush, taller light brown brick wall with greenery on top, tall black wire mesh fence, brick building with gabled roof and arched window structure, reddish-brown brick archway, black ornate metal gate.",asphalt. kerb. pavement. railing. building. roof. window. wall. bush. greenery. structure. archway. gate,kerb. structure
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1019/cluster_items_objects_np.csv,Images/London/London_0000996_2020_09_196_51.49036475421995_-0.0881209348825633_0BrXRPNiZGao-wypUdXxuQ.jpg,5,"Yellow zigzag road markings, white ""SCHOOL"" road marking, silver metal pedestrian railing with black top rail, low light brown brick wall, tall black street lamp post with rectangular fixture, arched light brown brick entrance with black ornate metal gate, several framed information signs on the brick wall, yellow triangular warning sign, continuous light brown brick wall topped with a black chain-link fence, dense green foliage growing on and behind the fence and wall, brown tiled gabled roof of a building, white CCTV camera on the brick wall.",fence. wall. gate. sign. foliage. brown,brown
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1019/cluster_items_objects_np.csv,Images/London/London_0000996_2008_08_199_51.49037127306634_-0.0881438610325199_DEezqivWai-mjmQJUuuSvQ.jpg,6,"Urban street scene with a school or institutional building, asphalt road with white zigzag and double yellow line markings, pavement with a grey metal pedestrian railing, white rectangular sign on a pole, light brown brick wall, tall black street lamp post, long light brown brick wall featuring an arched entrance gate with dark metalwork, building with a reddish-brown tiled gable roof and a tall arched window visible behind the wall, black chain-link fence atop the wall, large multi-story brown brick building in the left background.",building. road. pavement. wall. railings. post. gate. metalwork. roof. window,railings
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_102/cluster_items_objects_np.csv,Images/London/London_0000010_2020_08_081_51.48623091494121_-0.1735027522029274_rZwbIKhlqOm4Hdjg_VACDQ.jpg,2,"A multi-paned rectangular window, a variegated brown brick wall, a small rectangular inset window with patterned glass, a prominent arched entrance with radiating bricks, a wooden double door with a gridded transom above the left panel and a vertical window on the right panel, elaborate layered and stepped brickwork above the arch culminating in a central light-colored sculpted element, a small rectangular inset window with patterned glass, a variegated brown brick wall.",wall. brick. door. transom. panel. brickwork. arch. element,brick. element
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1020/cluster_items_objects_np.csv,Images/London/London_0000922_2017_09_149_51.49038106494248_-0.1400319249679186_WuTZ--_3eSaeJubITtkw-w.jpg,1,"Terraced street, black metal railing, ground floor white-framed window, large cream column, black metal fence leading to recessed entrance, two cream columns supporting first-floor balcony, first-floor cream balustrade balcony, tall white-framed windows with ornate surrounds on upper floors, small tree, another black metal fence leading to recessed entrance, two cream columns supporting first-floor balcony, first-floor cream balustrade balcony, small tree, repeating pattern of cream-colored multi-story terraced houses with identical architectural details including black railings, recessed columned entrances, first-floor balustrade balconies, and multiple floors of tall white-framed windows with ornate cornices and sills.",railings. columns. fences. entrances. floors. surrounds. trees. balconies. cornices. sills,entrances. surrounds. cornices. sills
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1020/cluster_items_objects_np.csv,Images/London/London_0000922_2015_05_151_51.49039551900143_-0.1399953002248403_NChYK9qAN26FCVy4FrjsQw.jpg,2,"Portion of cream-colored terraced house facade, small deciduous tree, black iron vertical bar fence, street-level stone steps, black iron handrail, pair of cream-colored classical columns flanking an entrance, ground floor window with black planter box, upper floor decorative balustrade, next cream-colored terraced house facade segment, black iron vertical bar fence, small deciduous tree, street-level stone steps, black iron handrail, pair of cream-colored classical columns flanking an entrance, ground floor window with black planter box, upper floor decorative balustrade, next cream-colored terraced house facade segment, black iron vertical bar fence, street-level stone steps, black iron handrail, pair of cream-colored classical columns flanking an entrance, ground floor window with black planter box, upper floor decorative balustrade, rightmost cream-colored terraced house facade and black iron vertical bar fence.",facade. tree. fence. step. handrail. column. entrance. window. balustrade,balustrade
